concept set,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,Domain,Vocabulary,,,,
rheumatoid arthritis,45493763,N040B00,Rheumatoid arthritis of hip,Read,Non-Standard,12/31/69,12/30/99,30,30,0,0,Condition,Read
rheumatoid arthritis,36685023,1.07378E+15,Rheumatoid arthritis of right foot,Disorder,Standard,8/31/18,12/30/99,1,29,1,14,Condition,SNOMED
rheumatoid arthritis,1569989,M05.26,Rheumatoid vasculitis with rheumatoid arthritis of knee,5-char nonbill code,Non-Standard,12/31/11,12/30/99,28,28,0,0,Condition,ICD10CM
rheumatoid arthritis,1569970,M05.03,"Felty's syndrome, wrist",5-char nonbill code,Non-Standard,12/31/11,12/30/99,28,28,0,0,Condition,ICD10CM
rheumatoid arthritis,4116444,201776007,Rheumatoid arthritis of sacroiliac joint,Disorder,Standard,1/30/02,12/30/99,28,28,20,20,Condition,SNOMED
rheumatoid arthritis,4116153,201784006,Rheumatoid arthritis of lesser metatarsophalangeal joint,Disorder,Standard,1/30/02,12/30/99,28,28,22,22,Condition,SNOMED
rheumatoid arthritis,1570050,M06.22,"Rheumatoid bursitis, elbow",5-char nonbill code,Non-Standard,12/31/11,12/30/99,28,28,0,0,Condition,ICD10CM
rheumatoid arthritis,37209321,1.56863E+16,Bilateral rheumatoid arthritis of feet,Disorder,Standard,7/30/19,12/30/99,28,28,13,13,Condition,SNOMED
rheumatoid arthritis,45513742,N040500,Rheumatoid arthritis of elbow,Read,Non-Standard,12/31/69,12/30/99,27,27,0,0,Condition,Read
rheumatoid arthritis,45430439,N042z00,Rheumatoid arthropathy with visceral or systemic involvement NOS,Read,Non-Standard,12/31/69,12/30/99,24,24,0,0,Condition,Read
rheumatoid arthritis,1570069,M06.85,"Other specified rheumatoid arthritis, hip",5-char nonbill code,Non-Standard,12/31/11,12/30/99,22,22,0,0,Condition,ICD10CM
rheumatoid arthritis,1569968,M05.01,"Felty's syndrome, shoulder",5-char nonbill code,Non-Standard,12/31/11,12/30/99,22,22,0,0,Condition,ICD10CM
rheumatoid arthritis,36009830,10065917,Caplan's syndrome,PT,Classification,12/31/69,12/30/99,0,21,0,16,Condition,MedDRA
rheumatoid arthritis,4162539,398640008,Rheumatoid arthritis with pneumoconiosis,Disorder,Standard,7/30/03,12/30/99,21,21,16,16,Condition,SNOMED
rheumatoid arthritis,37209329,1.56918E+16,Seropositive rheumatoid arthritis of bilateral hands,Disorder,Standard,2/28/19,12/30/99,21,21,8,8,Condition,SNOMED
rheumatoid arthritis,1570010,M05.53,Rheumatoid polyneuropathy with rheumatoid arthritis of wrist,5-char nonbill code,Non-Standard,12/31/11,12/30/99,20,20,0,0,Condition,ICD10CM
rheumatoid arthritis,1570096,M08.26,"Juvenile rheumatoid arthritis with systemic onset, knee",5-char nonbill code,Non-Standard,12/31/11,12/30/99,20,20,0,0,Condition,ICD10CM
rheumatoid arthritis,4116148,201767000,Rheumatoid arthritis of sternoclavicular joint,Disorder,Standard,1/30/02,12/30/99,20,20,18,18,Condition,SNOMED
rheumatoid arthritis,37160562,1162677006,Rheumatoid arthritis with rheumatoid lung disease,Disorder,Standard,9/29/21,12/30/99,19,19,9,9,Condition,SNOMED
rheumatoid arthritis,4334806,433228003,Deformity of foot due to rheumatoid arthritis,Clinical Finding,Standard,7/30/08,12/30/99,19,19,10,10,Condition,SNOMED
rheumatoid arthritis,1569977,M05.12,Rheumatoid lung disease with rheumatoid arthritis of elbow,5-char nonbill code,Non-Standard,12/31/11,12/30/99,18,18,0,0,Condition,ICD10CM
rheumatoid arthritis,45500007,F396400,Myopathy due to rheumatoid arthritis,Read,Non-Standard,12/31/69,12/30/99,18,18,0,0,Condition,Read
rheumatoid arthritis,4299308,402432002,Rheumatoid neutrophilic dermatitis,Disorder,Standard,7/30/03,12/30/99,17,17,7,7,Condition,SNOMED
rheumatoid arthritis,1570066,M06.82,"Other specified rheumatoid arthritis, elbow",5-char nonbill code,Non-Standard,12/31/11,12/30/99,16,16,0,0,Condition,ICD10CM
rheumatoid arthritis,45453629,N040G00,Rheumatoid arthritis of subtalar joint,Read,Non-Standard,12/31/69,12/30/99,16,16,0,0,Condition,Read
rheumatoid arthritis,45480575,N040K00,Rheumatoid arthritis of 1st metatarsophalangeal joint,Read,Non-Standard,12/31/69,12/30/99,16,16,0,0,Condition,Read
rheumatoid arthritis,45446974,N040000,Rheumatoid arthritis of cervical spine,Read,Non-Standard,12/31/69,12/30/99,15,15,0,0,Condition,Read
rheumatoid arthritis,1570008,M05.51,Rheumatoid polyneuropathy with rheumatoid arthritis of shoulder,5-char nonbill code,Non-Standard,12/31/11,12/30/99,14,14,0,0,Condition,ICD10CM
rheumatoid arthritis,4108949,195136004,Rheumatoid myocarditis,Disorder,Standard,1/30/02,12/30/99,14,14,5,5,Condition,SNOMED
rheumatoid arthritis,1570020,M05.65,Rheumatoid arthritis of hip with involvement of other organs and systems,5-char nonbill code,Non-Standard,12/31/11,12/30/99,14,14,0,0,Condition,ICD10CM
rheumatoid arthritis,4184896,54867000,Rheumatoid fibrosing alveolitis,Disorder,Standard,1/30/02,12/30/99,14,14,4,4,Condition,SNOMED
rheumatoid arthritis,45510334,N040A00,Rheumatoid arthritis of distal interphalangeal joint of finger,Read,Non-Standard,12/31/69,12/30/99,13,13,0,0,Condition,Read
rheumatoid arthritis,4296152,7607008,Rheumatoid pericarditis,Disorder,Standard,1/30/02,12/30/99,13,13,5,5,Condition,SNOMED
rheumatoid arthritis,37160376,1162303002,Seronegative erosive rheumatoid arthritis,Disorder,Standard,9/29/21,12/30/99,11,11,5,5,Condition,SNOMED
rheumatoid arthritis,1569974,M05.07,"Felty's syndrome, ankle and foot",5-char nonbill code,Non-Standard,12/31/11,12/30/99,10,10,0,0,Condition,ICD10CM
rheumatoid arthritis,45436665,F371200,Polyneuropathy in rheumatoid arthritis,Read,Non-Standard,12/31/69,12/30/99,10,10,0,0,Condition,Read
rheumatoid arthritis,1569988,M05.25,Rheumatoid vasculitis with rheumatoid arthritis of hip,5-char nonbill code,Non-Standard,12/31/11,12/30/99,8,8,0,0,Condition,ICD10CM
rheumatoid arthritis,1569998,M05.37,Rheumatoid heart disease with rheumatoid arthritis of ankle and foot,5-char nonbill code,Non-Standard,12/31/11,12/30/99,8,8,0,0,Condition,ICD10CM
rheumatoid arthritis,42534838,1.07386E+15,Deformity of right hand co-occurrent and due to rheumatoid arthritis,Disorder,Standard,1/30/18,12/30/99,8,8,5,5,Condition,SNOMED
rheumatoid arthritis,45503720,N04y011,Caplan's syndrome,Read,Non-Standard,12/31/69,12/30/99,7,7,0,0,Condition,Read
rheumatoid arthritis,45523662,N040J00,Rheumatoid arthritis of other tarsal joint,Read,Non-Standard,12/31/69,12/30/99,7,7,0,0,Condition,Read
rheumatoid arthritis,4115051,201778008,Rheumatoid arthritis of tibiofibular joint,Disorder,Standard,1/30/02,12/30/99,7,7,7,7,Condition,SNOMED
rheumatoid arthritis,4311391,86219005,Uveitis-rheumatoid arthritis syndrome,Disorder,Standard,1/30/02,12/30/99,7,7,3,3,Condition,SNOMED
rheumatoid arthritis,45506982,N040C00,Rheumatoid arthritis of sacro-iliac joint,Read,Non-Standard,3/31/14,12/30/99,6,6,0,0,Condition,Read
rheumatoid arthritis,1570052,M06.24,"Rheumatoid bursitis, hand",5-char nonbill code,Non-Standard,12/31/11,12/30/99,6,6,0,0,Condition,ICD10CM
rheumatoid arthritis,37207810,3.19111E+14,Seronegative rheumatoid arthritis of right hand,Disorder,Standard,2/28/19,12/30/99,6,6,3,3,Condition,SNOMED
rheumatoid arthritis,1570013,M05.56,Rheumatoid polyneuropathy with rheumatoid arthritis of knee,5-char nonbill code,Non-Standard,12/31/11,12/30/99,6,6,0,0,Condition,ICD10CM
rheumatoid arthritis,40627423,80172006,Rheumatoid arteritis,Disorder,Non-Standard,1/30/02,7/30/03,6,6,0,0,Condition,SNOMED
rheumatoid arthritis,45423817,N040M00,Rheumatoid arthritis of interphalangeal joint of toe,Read,Non-Standard,3/31/14,12/30/99,6,6,0,0,Condition,Read
rheumatoid arthritis,1569981,M05.16,Rheumatoid lung disease with rheumatoid arthritis of knee,5-char nonbill code,Non-Standard,12/31/11,12/30/99,6,6,0,0,Condition,ICD10CM
rheumatoid arthritis,37207808,3.19031E+14,Seronegative rheumatoid arthritis of left hand,Disorder,Standard,2/28/19,12/30/99,5,5,3,3,Condition,SNOMED
rheumatoid arthritis,45503717,N040L00,Rheumatoid arthritis of lesser metatarsophalangeal joint,Read,Non-Standard,12/31/69,12/30/99,4,4,0,0,Condition,Read
rheumatoid arthritis,40273836,111280008,Rheumatoid pneumoconiosis,Disorder,Non-Standard,1/30/02,7/30/03,4,4,0,0,Condition,SNOMED
rheumatoid arthritis,45493764,N040H00,Rheumatoid arthritis of talonavicular joint,Read,Non-Standard,12/31/69,12/30/99,4,4,0,0,Condition,Read
rheumatoid arthritis,1570092,M08.22,"Juvenile rheumatoid arthritis with systemic onset, elbow",5-char nonbill code,Non-Standard,12/31/11,12/30/99,4,4,0,0,Condition,ICD10CM
rheumatoid arthritis,45490190,G5yA.00,Rheumatoid carditis,Read,Non-Standard,12/31/69,12/30/99,4,4,0,0,Condition,Read
rheumatoid arthritis,1569980,M05.15,Rheumatoid lung disease with rheumatoid arthritis of hip,5-char nonbill code,Non-Standard,12/31/11,12/30/99,4,4,0,0,Condition,ICD10CM
rheumatoid arthritis,45427090,N040400,Rheumatoid arthritis of acromioclavicular joint,Read,Non-Standard,3/31/14,12/30/99,3,3,0,0,Condition,Read
rheumatoid arthritis,36685017,1.07368E+15,Rheumatoid arthritis of left ankle,Disorder,Standard,8/31/18,12/30/99,3,3,1,1,Condition,SNOMED
rheumatoid arthritis,36684998,4.59921E+14,Rheumatoid factor positive rheumatoid arthritis of the shoulder,Disorder,Standard,8/31/18,12/30/99,0,3,0,2,Condition,SNOMED
rheumatoid arthritis,4344494,239942007,Systemic rheumatoid vasculitis,Disorder,Non-Standard,1/30/02,7/30/19,3,3,0,0,Condition,SNOMED
rheumatoid arthritis,36687002,1.56863E+16,Rheumatoid arthritis of bilateral elbows,Disorder,Standard,8/31/18,12/30/99,0,3,0,2,Condition,SNOMED
rheumatoid arthritis,37160399,1162336001,Anti-citrullinated protein antibody positive erosive rheumatoid arthritis,Disorder,Standard,9/29/21,12/30/99,3,3,2,2,Condition,SNOMED
rheumatoid arthritis,601037,3.18961E+14,Seropositive rheumatoid arthritis of joint of right shoulder region,Disorder,Standard,7/30/21,12/30/99,1,3,1,2,Condition,SNOMED
rheumatoid arthritis,45443640,N040600,Rheumatoid arthritis of distal radio-ulnar joint,Read,Non-Standard,12/31/69,12/30/99,3,3,0,0,Condition,Read
rheumatoid arthritis,1569995,M05.34,Rheumatoid heart disease with rheumatoid arthritis of hand,5-char nonbill code,Non-Standard,12/31/11,12/30/99,2,2,0,0,Condition,ICD10CM
rheumatoid arthritis,1570009,M05.52,Rheumatoid polyneuropathy with rheumatoid arthritis of elbow,5-char nonbill code,Non-Standard,12/31/11,12/30/99,2,2,0,0,Condition,ICD10CM
rheumatoid arthritis,1569969,M05.02,"Felty's syndrome, elbow",5-char nonbill code,Non-Standard,12/31/11,12/30/99,2,2,0,0,Condition,ICD10CM
rheumatoid arthritis,603298,1.56918E+16,Bilateral seropositive rheumatoid arthritis of shoulder regions,Disorder,Standard,7/30/21,12/30/99,2,2,1,1,Condition,SNOMED
rheumatoid arthritis,4347065,239943002,Rheumatoid necrotizing vasculitis,Disorder,Standard,1/30/02,12/30/99,2,2,1,1,Condition,SNOMED
rheumatoid arthritis,601033,3.18891E+14,Seropositive rheumatoid arthritis of joint of left shoulder region,Disorder,Standard,7/30/21,12/30/99,0,2,0,1,Condition,SNOMED
rheumatoid arthritis,608810,1.56911E+16,Bilateral seronegative rheumatoid arthritis of elbow joints,Disorder,Standard,7/30/21,12/30/99,2,2,1,1,Condition,SNOMED
rheumatoid arthritis,1570093,M08.23,"Juvenile rheumatoid arthritis with systemic onset, wrist",5-char nonbill code,Non-Standard,12/31/11,12/30/99,2,2,0,0,Condition,ICD10CM
rheumatoid arthritis,603308,1.66067E+16,Seronegative rheumatoid arthritis in remission,Disorder,Standard,7/30/21,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,4117688,287010008,Rheumatoid arthritis NOS,Disorder,Non-Standard,1/30/02,1/30/10,1,1,0,0,Condition,SNOMED
rheumatoid arthritis,45513743,N040E00,Rheumatoid arthritis of tibio-fibular joint,Read,Non-Standard,3/31/14,12/30/99,1,1,0,0,Condition,Read
rheumatoid arthritis,603302,1.5692E+16,Bilateral seropositive rheumatoid arthritis of joint of elbows,Disorder,Standard,7/30/21,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,37160384,1162313005,Rheumatoid factor and anti-citrullinated protein antibody positive rheumatoid arthritis,Disorder,Standard,9/29/21,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,4115162,287009003,Rheumatoid arthritis - other joint,Disorder,Non-Standard,1/30/02,1/30/10,1,1,0,0,Condition,SNOMED
rheumatoid arthritis,601031,3.18851E+14,Left elbow seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,1,0,1,Condition,SNOMED
rheumatoid arthritis,37163922,1222679006,"Autoimmune interstitial lung disease, arthritis syndrome",Disorder,Standard,5/30/22,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,45427089,N040300,Rheumatoid arthritis of sternoclavicular joint,Read,Non-Standard,3/31/14,12/30/99,1,1,0,0,Condition,Read
rheumatoid arthritis,601038,3.18971E+14,Right wrist region seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,4297651,402433007,Rheumatoid arthritis with nailfold and finger-pulp infarcts,Disorder,Standard,7/30/03,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,36685021,1.07376E+15,Rheumatoid arthritis of right ankle,Disorder,Standard,8/31/18,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,601036,3.18921E+14,Right elbow seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,1,0,1,Condition,SNOMED
rheumatoid arthritis,45446697,G5y8.00,Rheumatoid myocarditis,Read,Non-Standard,12/31/69,12/30/99,1,1,0,0,Condition,Read
rheumatoid arthritis,40320313,156481008,Rheumatoid arthritis NOS,Disorder,Non-Standard,1/30/02,1/30/02,1,1,0,0,Condition,SNOMED
rheumatoid arthritis,603309,1.66067E+16,Seropositive rheumatoid arthritis in remission,Disorder,Standard,1/30/21,12/30/99,1,1,1,1,Condition,SNOMED
rheumatoid arthritis,42616565,M05.37,"Rheumatoid arthritis with involvement of other organs and systems, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,3541173,6.89601E+14,Other rheumatoid arthropathy with visceral or systemic involvement,Disorder,Non-Standard,3/31/10,9/30/12,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,37207805,3.18881E+14,Seropositive rheumatoid arthritis of left knee,Disorder,Standard,2/28/19,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,1569996,M05.35,Rheumatoid heart disease with rheumatoid arthritis of hip,5-char nonbill code,Non-Standard,12/31/11,12/30/99,0,0,0,0,Condition,ICD10CM
rheumatoid arthritis,42616584,M05.97,"Seropositive rheumatoid arthritis, unspecified, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42619380,M06.95,"Rheumatoid arthritis, unspecified, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,45552904,J99.0,Rheumatoid lung disease,ICD10 code,Non-Standard,4/30/90,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40400208,201786008,Rheumatoid vasculitis,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,4297650,402431009,Cutaneous atrophy due to rheumatoid arthritis,Disorder,Standard,7/30/03,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616611,M06.25,"Rheumatoid bursitis, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37209328,1.56912E+16,Seronegative rheumatoid arthritis of bilateral hands,Disorder,Standard,2/28/19,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616608,M06.22,"Rheumatoid bursitis, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616552,M05.24,"Rheumatoid vasculitis, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,3538243,6.46881E+14,Rheumatoid arthritis NOS,Disorder,Non-Standard,3/31/10,3/31/12,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616567,M05.80,"Other seropositive rheumatoid arthritis, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616576,M05.89,"Other seropositive rheumatoid arthritis, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616543,M05.15,"Rheumatoid lung disease, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40320308,156477008,Rheumatoid arthritis of hip,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616636,M06.82,"Other specified rheumatoid arthritis, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616554,M05.26,"Rheumatoid vasculitis, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37160390,1162319009,Rheumatoid factor and anti-citrullinated protein antibody positive erosive rheumatoid arthritis,Disorder,Standard,9/29/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616613,M06.27,"Rheumatoid bursitis, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37160417,1162362005,Felty syndrome with seronegative erosive rheumatoid arthritis,Disorder,Standard,9/29/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,45606038,M05,Seropositive rheumatoid arthritis,ICD10 Hierarchy,Non-Standard,4/30/90,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,607144,1149218009,Isolated nailfold rheumatoid vasculitis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616557,M05.29,"Rheumatoid vasculitis, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616548,M05.20,"Rheumatoid vasculitis, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40401326,203746006,"[X]Seropositive rheumatoid arthritis, unspecified",Disorder,Non-Standard,1/30/02,1/30/09,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40320307,156476004,Rheumatoid arthritis - hand joint,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,4179536,427770001,Rheumatoid arthritis of temporomandibular joint,Disorder,Standard,1/30/08,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40400235,201810001,Seropositive errosive rheumatoid arthritis,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40320303,156472002,Rheumatoid arthritis - multiple joint,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,37108714,1.10552E+16,Seropositive rheumatoid arthritis of multiple joints,Disorder,Standard,7/30/17,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601048,3.19151E+14,Right wrist region seronegative rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42534840,1.07388E+15,Deformity of right foot co-occurrent and due to rheumatoid arthritis,Disorder,Standard,1/30/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616570,M05.83,"Other seropositive rheumatoid arthritis, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616571,M05.84,"Other seropositive rheumatoid arthritis, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616562,M05.34,"Rheumatoid arthritis with involvement of other organs and systems, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616529,M05.01,"Felty syndrome, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,44812844,4.08751E+14,[X]Other seropositive rheumatoid arthritis,Disorder,Non-Standard,3/31/09,3/31/15,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,44797227,4.25091E+14,[X]Rheumatoid arthritis with involvement of other organs or systems,Disorder,Non-Standard,3/31/09,3/31/15,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616542,M05.14,"Rheumatoid lung disease, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,44796948,4.25481E+14,[X]Other specified rheumatoid arthritis,Disorder,Non-Standard,3/31/09,3/31/15,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616547,M05.19,"Rheumatoid lung disease, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40401311,203732006,[X]Other specified rheumatoid arthritis,Disorder,Non-Standard,1/30/02,1/30/09,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,45614084,D002205,Caplan Syndrome,Main Heading,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,MeSH
rheumatoid arthritis,42616612,M06.26,"Rheumatoid bursitis, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616538,M05.10,"Rheumatoid lung disease, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616647,M06.93,"Rheumatoid arthritis, unspecified, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616550,M05.22,"Rheumatoid vasculitis, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42534839,1.07387E+15,Deformity of left hand co-occurrent and due to rheumatoid arthritis,Disorder,Standard,1/30/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601046,3.19131E+14,Seronegative rheumatoid arthritis of right knee joint,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616639,M06.85,"Other specified rheumatoid arthritis, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,35327341,10086279,Rheumatoid bursitis,PT,Classification,8/31/21,12/30/99,0,0,0,0,Condition,MedDRA
rheumatoid arthritis,42616606,M06.20,"Rheumatoid bursitis, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40320302,156471009,Rheumatoid arthritis,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42619375,M06.03,"Seronegative rheumatoid arthritis, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40316596,155621007,Rheumatoid lung,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616651,M06.98,"Rheumatoid arthritis, unspecified, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,36687001,1.5686E+16,Rheumatoid arthritis of left temporomandibular joint,Disorder,Standard,8/31/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40320310,156479006,Rheumatoid arthritis - ankle/foot,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616610,M06.24,"Rheumatoid bursitis, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616579,M05.92,"Seropositive rheumatoid arthritis, unspecified, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616649,M06.96,"Rheumatoid arthritis, unspecified, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,601043,3.19071E+14,Left wrist region seronegative rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,1340460,OMOP5166115,Exacerbation of rheumatoid arthritis,Disorder,Standard,5/5/22,12/30/99,0,0,0,0,Condition,OMOP Extension
rheumatoid arthritis,601044,3.19091E+14,Seronegative rheumatoid arthritis of joint of right ankle,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616559,M05.31,"Rheumatoid arthritis with involvement of other organs and systems, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616575,M05.88,"Other seropositive rheumatoid arthritis, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616574,M05.87,"Other seropositive rheumatoid arthritis, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,603301,1.5692E+16,Bilateral seropositive rheumatoid arthritis of ankle joints,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616553,M05.25,"Rheumatoid vasculitis, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,36686999,1.56859E+16,Rheumatoid arthritis of bilateral temporomandibular joints,Disorder,Standard,8/31/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,36687003,1.56878E+16,Rheumatoid arthritis of bilateral hips,Disorder,Standard,8/31/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616586,M05.99,"Seropositive rheumatoid arthritis, unspecified, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40320305,156474001,Rheumatoid arthritis of elbow,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616568,M05.81,"Other seropositive rheumatoid arthritis, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37207807,3.18951E+14,Seropositive rheumatoid arthritis of right knee,Disorder,Standard,2/28/19,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,36687006,1.56918E+16,Rheumatoid arthritis of bilateral wrists,Disorder,Standard,8/31/18,12/30/99,0,0,0,0,Condition,SNOMED
